text,language,longitude,latitude,retweet_count,favorite_count,user_id,user_location,followers_count,friends_count,is_retweet,is_quote,tweet_created_at
#palawa #model #art #style #beauty #pùssy #pretty #photography #lunalawana #lutruwita #instagram #artist @ Lutruwita ,in,146.35037562,-41.17591706,0,0,26142994,nothing,254.0,2938.0,False,False,2021-05-12 08:38:55
Tickets are NOW LIVE for Secret Oasis Festival. We are beyond excited for this one!  Ticket link in bio ✨  📷-… ,en,153.0825,-26.6148,0,0,1550348929,sunshine coast,398.0,343.0,False,False,2021-05-12 08:39:22
Just posted a photo @ Melbourne  Victoria  Australia ,en,144.9661,-37.8156,0,0,114615846,melbourne,43.0,139.0,False,False,2021-05-12 08:41:52
Just posted a photo @ Noosa  Queensland ,en,153.08961000000005,-26.39634,0,0,508291120,nothing,260.0,1146.0,False,False,2021-05-12 08:42:14
Drinking an ACCEPT ALL COOKIES by Mr Banks Brewing Co. at @hopheadsAU — ,en,144.739,-37.8993,0,0,186110526,australia,67.0,598.0,False,False,2021-05-12 08:42:46
Tonight's lightshow. I'm so glad I could capture these cool photos on my way home from work. 🙂🌩⛈ @ Salisbury ,en,153.03402234,-27.50468501,0,0,865734598918942720,brisbane,32.0,318.0,False,False,2021-05-12 08:44:12
Just posted a photo @ Cromer Heights ,en,151.27063,-33.73151,0,0,2190150134,collaroy plateau,222.0,331.0,False,False,2021-05-12 08:44:40
Just posted a photo @ Coffee for the People Roasting Co. ,en,145.1321199,-38.09341,0,0,331999336,nothing,690.0,1617.0,False,False,2021-05-12 08:45:31
Drinking a Shadow Ban by @tallboyandmoose at @hopheadsAU — ,en,144.739,-37.8993,0,0,186110526,australia,67.0,598.0,False,False,2021-05-12 08:46:43
Just posted a video @ Sydney  Australia ,en,151.20797,-33.86751,0,0,464570159,sydney,822.0,85.0,False,False,2021-05-12 08:47:23
Moana Svitlana…#capetribulation #portdouglas #northernqueensland #australia @ Cape Tribulation  Queensland ,en,145.46666667,-16.06666667,0,0,434000268,brisbane,120.0,1026.0,False,False,2021-05-12 08:47:25
Princes Fwy  (M1)  Officer - lanes closed inbound  The right lane remains closed inbound after… ,en,145.40069859,-38.07434338,0,0,18147028,victoria,115389.0,106.0,False,False,2021-05-12 08:48:03
Princes Hwy  (A1)  Drumborg - Road Closed  The Princes Highway  Drumborg is closed in both directions… ,en,141.58995703,-38.08134171,0,0,18147028,victoria,115389.0,106.0,False,False,2021-05-12 08:48:04
Driving along the Great Ocean Road…#greatoceanroad #victoriaaustralia #australia @ Cape Patton Lookout ,en,143.82986,-38.69208,0,0,434000268,brisbane,120.0,1026.0,False,False,2021-05-12 08:51:35
#art #style #model #rockwear #fender #orangeamplifiers #beauty #lunalawana #lutruwita #instagram #photography… ,in,146.35037562,-41.17591706,0,0,26142994,nothing,254.0,2938.0,False,False,2021-05-12 08:54:23
Just posted a photo @ Brunswick Ballroom ,en,144.96182229,-37.77044185,0,0,757815294370865152,melbourne,50.0,117.0,False,False,2021-05-12 08:55:03
Just posted a photo @ Cygnet Bay Pearl Farm ,en,123.00889591,-16.45383708,0,0,125622440,australia,6526.0,706.0,False,False,2021-05-12 08:55:41
Evening walk with George @ Mawson Lakes ,en,138.61666441,-34.80854981,0,0,25210838,australia,100.0,681.0,False,False,2021-05-12 08:56:34
Monash Fwy  (M1)  Malvern East - lanes closed outbound  Right lane closed outbound before Warrigal… ,en,145.07988012,-37.87698974,0,0,18147028,victoria,115389.0,106.0,False,False,2021-05-12 08:57:02
14 songs  remastered  available for streaming or even downloading on #bandcamp - send me a message and I’ll send yo… ,en,153.5733344,-28.26275901,0,0,837486691,kingscliff,6372.0,6947.0,False,False,2021-05-12 08:57:51
“Faith is the strength by which a shattered world shall emerge into the light.” Helen Keller  -#beyondtheboat… ,en,147.328429,-42.880195,0,0,736439119883051008,hobart,78.0,115.0,False,False,2021-05-12 08:58:15
And then this hijacker @ Mawson Lakes ,en,138.61666441,-34.80854981,0,0,25210838,australia,100.0,681.0,False,False,2021-05-12 08:58:16
Just posted a photo @ Melbourne  Victoria  Australia ,en,144.9661,-37.8156,0,0,2882720802,melbourne,321.0,1401.0,False,False,2021-05-12 08:58:17
Trendy Petz Boutique  Who take their fashion seriously...🥰🐾🐾 @ Pialba  Queensland  Australia ,en,152.83107436,-25.28040888,0,0,1138028243938828288,pialba,0.0,1.0,False,False,2021-05-12 08:59:32
Western Ring Rd  (M80)  Tullamarine - lanes closed Altona bound  The right lane is closed Altona-bound… ,en,144.8780509,-37.71390074,0,0,18147028,victoria,115389.0,106.0,False,False,2021-05-12 09:00:03
Corinne Rushby  May 15 2021 @ Narellan Hotel  ,en,150.731468,-34.041576,0,0,2592143575,sydney,119.0,50.0,False,False,2021-05-12 09:00:04
Just posted a photo @ Sydney  Australia ,en,151.20797,-33.86751,0,0,309459847,sydney,689.0,360.0,False,False,2021-05-12 09:00:07
BONG! BONG! BONG! BONG! BONG! BONG! BONG,tl,147.330281,-42.882541,0,0,93309166,9 elizabeth st,431.0,3.0,False,False,2021-05-12 09:00:10
Just posted a photo @ Sydney  Australia ,en,151.20797,-33.86751,0,0,258289925,nothing,56.0,32.0,False,False,2021-05-12 09:00:37
Thanks to @aquamanaus @aquamanwetsuits @aquamancoaching for your help with completing the @ultraman_australia 2021.… ,en,153.08961000000005,-26.39634,0,0,508291120,nothing,260.0,1146.0,False,False,2021-05-12 09:01:01
#storm  #brisbane  #brisbanecity #weather @ Spring Hill  Queensland  Australia ,en,153.0239924,-27.46229454,0,0,62010420,brisbane,198.0,1146.0,False,False,2021-05-12 09:01:38
Providing a safe but fun space for our kids to thrive  learn and get strong is vital to their physical developement… ,en,153.06523169999997,-26.4021529,0,0,3047751019,noosaville,1028.0,2119.0,False,False,2021-05-12 09:02:51
Just posted a video @ Seven Hills  New South Wales ,en,150.933,-33.7833,0,0,555869004,-33.787987,1124.0,5002.0,False,False,2021-05-12 09:03:25
Just posted a photo @ Bibra Lake ,en,115.819,-32.0993,0,0,448510903,western australia,149.0,182.0,False,False,2021-05-12 09:03:36
#art #me #style #instagram #playsuit #cute #beauty #pretty #instagram #nude #ambition #artist #lunalawana… ,in,146.35037562,-41.17591706,0,0,26142994,nothing,254.0,2938.0,False,False,2021-05-12 09:04:38
Sydney Rd  (C722)  Fawkner - lanes closed northbound  Three lanes are closed northbound above the M80… ,en,144.95834232,-37.69184976,0,0,18147028,victoria,115390.0,106.0,False,False,2021-05-12 09:06:02
Calder Fwy  (M79)  Keilor - lanes closed outbound  Right lane blocked outbound after Keilor Park… ,en,144.84160417,-37.72193763,0,0,18147028,victoria,115390.0,106.0,False,False,2021-05-12 09:06:03
刚刚发了照片 @ Rye Pier ,zh,144.82247561,-38.36848139,0,0,1662595578,上海,4.0,24.0,False,False,2021-05-12 09:06:24
Just posted a video @ Bowral &amp; District Hospital ,en,150.42353134,-34.48408757,0,0,34855429,australia,65.0,518.0,False,False,2021-05-12 09:09:03
刚刚发了照片 @ Melbourne  Victoria  Australia ,zh,144.9661,-37.8156,0,0,1662595578,上海,4.0,24.0,False,False,2021-05-12 09:09:47
Just posted a photo @ Noosa  Queensland ,en,153.08961000000005,-26.39634,0,0,508291120,nothing,260.0,1146.0,False,False,2021-05-12 09:20:49
@chriscarrapetta at his @themidnightspecial #sydneygig @ The Midnight Special ,en,151.17671,-33.89865,0,0,46054083,sydney,295.0,311.0,False,False,2021-05-12 09:20:54
Drinking a South Coast by @parishbrewing at @hopheadsAU — ,en,144.739,-37.8993,0,0,186110526,australia,67.0,598.0,False,False,2021-05-12 09:21:43
Apply to be a featured dancer for the 2021 Schools Spectacular! Applications are closing soon. #spec21 #applynow 💃🕺… ,en,151.06211901,-33.84434631,0,0,1905934622,qudos bank arena,1531.0,1216.0,False,False,2021-05-12 09:22:51
Just posted a photo @ Bendat Basketball Centre ,en,115.7838,-31.94945,0,0,42532855,perth,170.0,172.0,False,False,2021-05-12 09:27:19
Just posted a photo @ 42 Wallaby Way Sydney ,en,151.211,-33.86,0,0,3254270667,ireland,1094.0,868.0,False,False,2021-05-12 09:32:51
Trendy Petz Boutique  Underwear Collection ... In Store Now ...🥰🐾🐾 @ Pialba  Queensland  Australia ,en,152.83107436,-25.28040888,0,0,1138028243938828288,pialba,0.0,1.0,False,False,2021-05-12 09:33:13
Just posted a video @ Melton  Victoria ,en,144.58297,-37.68326,0,0,1688325404,melbourne,179.0,264.0,False,False,2021-05-12 09:33:41
Just posted a photo @ Murray Street Market ,en,143.58226000000005,-38.33902,0,0,1149141296293937152,victoria,3.0,31.0,False,False,2021-05-12 09:35:35
Happy Birthday Taryin🥂  #melbournelife #birthdaygirl #happybirthday #happybirthdaytoyou @taryinmcintyre #🥂 @ Prahra… ,en,144.99259472,-37.84845974,0,0,12353042,melbourne,131.0,326.0,False,False,2021-05-12 09:36:00
Just posted a photo @ 4 Ingredients ,en,153.13546000000005,-26.7927,0,0,58438342,sunshine coast australia,2234.0,1553.0,False,False,2021-05-12 09:36:07
Just posted a photo @ Frankie’s Diner ,en,138.65487838,-34.8553616,0,0,1020194236161912832,adelaide,158.0,146.0,False,False,2021-05-12 09:36:56
Just posted a photo @ Melbourne  Victoria  Australia ,en,144.9661,-37.8156,0,0,606492014,melbourne,1562.0,4199.0,False,False,2021-05-12 09:39:00
Surprise visitors outside the office this morning! Cheeky little buggers caused quite the ruckus with their squawki… ,en,144.96523,-37.81712,0,0,21523882,melbourne,513.0,1766.0,False,False,2021-05-12 09:39:08
#humpday #waklies and think this might be the last time I see #colours in the #sky like this at #sunset for a few m… ,en,143.83169965,-37.55624651,0,0,2791614701,nothing,65.0,390.0,False,False,2021-05-12 09:39:51
Just posted a photo @ Melbourne  Victoria  Australia ,en,144.9661,-37.8156,0,0,74082222,frankston,400.0,409.0,False,False,2021-05-12 09:40:31
Just posted a photo @ Sydney  Australia ,en,151.20797,-33.86751,0,0,714690794523914240,sydney,113.0,545.0,False,False,2021-05-12 09:40:56
Foto appena pubblicata @ Narooma Oyster Festival ,it,150.1217842,-36.21891297,0,0,270499786,melbourne,211.0,692.0,False,False,2021-05-12 09:42:51
Just posted a photo @ Darwin Railway Club ,en,130.84447333,-12.43409458,0,0,159436361,darwin railway club,1264.0,1422.0,False,False,2021-05-12 09:43:58
I'm at The Original Pancake Kitchen in Adelaide  South Australia ,en,138.59878337,-34.92353997,0,0,295220513,sydney,372.0,871.0,False,False,2021-05-12 09:45:40
Melbourne!!! 👄We r steamin right in2 a @hotelesplanadestkilda show on June 18. One off show  get in quick. Bloody e… ,en,144.97321000000005,-37.86406,0,0,602390200,adelaide,2771.0,430.0,False,False,2021-05-12 09:45:43
Just posted a photo @ Rio Tinto Punurunha Village/marandoo Mine Camp ,en,118.01813589,-22.5786922,0,0,633750370,perth,11.0,14.0,False,False,2021-05-12 09:45:45
Just posted a photo @ Rio Tinto Punurunha Village/marandoo Mine Camp ,en,118.01813589,-22.5786922,0,0,633750370,perth,11.0,14.0,False,False,2021-05-12 09:47:01
Jugador de @sydneyfootballclub  Anthony Cáceres  #sydneyisskyblue #aleague #sydneyfc #forzasydneyfc @ Macquarie Uni… ,es,151.11498481,-33.76566527,0,0,331469402,australia,300.0,133.0,False,False,2021-05-12 09:47:23
Yes We do #chickenwings  ☎️ 1️⃣8️⃣0️⃣0️⃣ 2️⃣5️⃣7️⃣ 7️⃣4️⃣9️⃣  . . . . . . . . #wings #alspizzakitchen #alspizza… ,und,150.91241000000005,-33.89607,0,0,555056262,sydney,358.0,1030.0,False,False,2021-05-12 09:48:06
Just posted a video @ Bondi Beach ,en,151.278611,-33.8925,0,0,143717229,sydney,68.0,54.0,False,False,2021-05-12 09:51:34
Just posted a photo @ Gladesville Guitar Factory ,en,151.12617,-33.82826,0,0,808132087,gladesville,331.0,151.0,False,False,2021-05-12 09:54:24
Weeknight dinner plans with him or your ladies? The Solitaire dress featured via the beautiful @melscottyy is the p… ,en,115.858,-31.9513,0,0,152115664,perth,134.0,286.0,False,False,2021-05-12 09:55:15
Baru saja mengirim foto @ Boneana Kupang Barat ,in,123.54596615,-10.27384293,0,0,1233024151,kota yogyakarta,265.0,354.0,False,False,2021-05-12 09:55:51
REPOST from the @theoldfederalcoffeepalace @ Launceston  Tasmania ,en,147.1376,-41.4357,0,0,2456075179,tasmania,2297.0,2681.0,False,False,2021-05-12 09:57:11
Bespoke everything. Thank you for building these custom shelves @natchill ! @ Atelier Stefani ,en,151.27856,-33.78202,0,0,853770089711128576,sydney,4.0,102.0,False,False,2021-05-12 09:57:13
Just posted a photo @ Bilambil  New South Wales  Australia ,en,153.46655,-28.22474,0,0,1317936978407555072,nothing,67.0,121.0,False,False,2021-05-12 09:57:20
Nothing but blue skies... and a sign on the run (if you look closely!) #jfn_onthestreet #beaurepaires #toorakroad… ,en,145.09238,-37.85006,0,0,22700231,melbourne,1456.0,4979.0,False,False,2021-05-12 09:57:33
#dinner #luncheonmeat #egg #vegetables @ Sydney  Australia ,en,151.20797,-33.86751,0,0,323577304,sydney,231.0,475.0,False,False,2021-05-12 09:59:23
Yup  enjoying these #humpdaytins #tinnytime #piratestats #WCIIPA #beeroclock Cheers all 😎👍🏿🖤💛❤🇦🇺🍻🌙😁 - Drinking a We… ,en,146.006,-36.0141,0,0,169459139,nothing,2361.0,1997.0,False,False,2021-05-12 09:59:44
Elvis - If I can Dream  May 15 2021 @ The Cube  Campbelltown Catholic Club  ,en,150.80689099999995,-34.071877,0,0,2592143575,sydney,119.0,50.0,False,False,2021-05-12 10:00:03
Nightshift Retro  May 15 2021 @ Campbelltown RSL  ,en,150.815438,-34.067446000000004,0,0,2592143575,sydney,119.0,50.0,False,False,2021-05-12 10:00:03
Chris Connolly  May 15 2021 @ Campbelltown RSL  ,en,150.815438,-34.067446000000004,0,0,2592143575,sydney,119.0,50.0,False,False,2021-05-12 10:00:03
BONG! BONG! BONG! BONG! BONG! BONG! BONG! BONG,tl,147.330281,-42.882541,0,0,93309166,9 elizabeth st,431.0,3.0,False,False,2021-05-12 10:00:12
Nunggu jemputan 🌄☠️⚓ ...  ...  ...  ...  #bajaklaut_id #alorisland @ Pulau Alor ,in,124.73944444,-8.27666667,0,0,103025822,kalabahi,223.0,114.0,False,False,2021-05-12 10:01:42
Just posted a video @ Broadmeadows Vicroads ,en,144.91492634,-37.68352911,0,0,1008332544893317120,melbourne,8.0,96.0,False,False,2021-05-12 10:02:35
Huge chicken pot pie and nice catch up with @nozomikodaira 😀 #illihill #brunch #keepupchallenge #beingstudent #wsu… ,en,151.1608582,-33.90525820000001,0,0,337151689,宇治,41.0,42.0,False,False,2021-05-12 10:02:39
Just posted a photo @ Gladesville Guitar Factory ,en,151.12617,-33.82826,0,0,808132087,gladesville,331.0,151.0,False,False,2021-05-12 10:03:21
Speak my intentions out  got so much tension now.   This Friday. May 14th... Closer drops! @ Sydney  Australia ,en,151.20797,-33.86751,0,0,988891561583788032,sydney,34.0,145.0,False,False,2021-05-12 10:03:28
Just posted a photo @ Bronte Beach ,en,151.26800537,-33.90357723,0,0,314935117,sydney,283.0,1188.0,False,False,2021-05-12 10:03:41
Not a bad view to have dinner #tonightsdinnerview #holidays #waisok @ Denham  Western Australia ,en,113.53962,-25.92844,0,0,1572284690,perth,16.0,132.0,False,False,2021-05-12 10:04:05
Just posted a photo @ Melbourne  Victoria  Australia ,en,144.9661,-37.8156,0,0,1873771620,melbourne,2952.0,2159.0,False,False,2021-05-12 10:04:16
#manly #beach #manlywormhole #sunny @ Manly Beach  Sydney Australia ,en,151.28758733,-33.79738147,0,0,1092578272355934209,sydney,12.0,308.0,False,False,2021-05-12 10:25:26
So lovely to be able to enjoy live music again watching #masoncharleston bring the house down with my gorgeous pal… ,en,151.20046000000005,-33.8806,0,0,256826856,venice,3704.0,462.0,False,False,2021-05-12 10:25:37
Just posted a photo @ Pantai Motadikin - Malaka ,tl,124.950365,-9.60636333,0,0,78250012,indonesia,317.0,379.0,False,False,2021-05-12 10:26:02
Thanks to @white.beach.co for your amazing candles. They burn well  smell divine and are a great price.… ,en,153.0284,-27.4699,0,0,316744808,brisbane,316.0,2323.0,False,False,2021-05-12 10:26:22
For those celebrating the completion of Ramadan  I wish you a wonderful Eid day .. enjoy your morning coffee ☕️😊 ..… ,en,151.13343999999995,-33.9643299,0,0,186963101,sydney,4213.0,941.0,False,False,2021-05-12 10:28:51
Michel Couvreur “The Unique” Blended French Whisky 44% 🥃  Thanks to Cool Wine (Hobart) and @manubonjour 👌🏻… ,en,147.32352851,-42.92267022,0,0,1233791565497171968,hobart,73.0,119.0,False,False,2021-05-12 10:29:04
Peter McWhirter  May 15 2021 @ Plough &amp; Harrow  ,en,150.696787,-34.053718,0,0,2592143575,sydney,119.0,50.0,False,False,2021-05-12 10:30:03
Just posted a photo @ Perth  Western Australia ,en,115.858,-31.9513,0,0,46310994,perth australia,1074.0,991.0,False,False,2021-05-12 10:32:39
Just posted a photo @ Oxley Hill Lookout  Bowral. ,en,150.39856195,-34.4797988,0,0,756338420373266433,sydney,4900.0,1687.0,False,False,2021-05-12 10:32:40
Sound proud to be a part of this creative body and it’s future adventures THE WOLVES THEATRE COMPANY… ,en,144.9661,-37.8156,0,0,21531997,melbourne australia,738.0,1045.0,False,False,2021-05-12 10:38:15
Absolutely delighted to report that Thea still fits in her warm dinosaur onesie  and also that she appears to have… ,en,115.89235401,-32.02823537,0,0,14600009,perth,717.0,832.0,False,False,2021-05-12 10:41:25
Just posted a photo @ Sydney  Australia ,en,151.20797,-33.86751,0,0,329724560,sydney most of the time ,630.0,336.0,False,False,2021-05-12 10:42:16
Just posted a photo @ Cronulla Caringbah JRLFC ,en,151.15961322,-34.03781132,0,0,2309570024,captain cook drive,186.0,138.0,False,False,2021-05-12 10:42:34
Baru saja mengirim video @ Labuan Bajo  Komodo  Manggarai Barat ,in,119.88333333,-8.5,0,0,1227065135350476800,labuan bajo manggarai barat,74.0,208.0,False,False,2021-05-12 10:44:38
Just posted a photo @ Mayfield ,en,151.73758989,-32.90139799,0,0,375076530,newcastle,340.0,1341.0,False,False,2021-05-12 10:46:12
# business philosophy# Inspiration today: Strong mind is not sufficient to success  there are so many times you nee… ,en,144.9661,-37.8156,0,0,953556300197109762,australia,5.0,42.0,False,False,2021-05-12 10:47:22
Baru saja mengirim foto @ Labuan Bajo  Komodo  Manggarai Barat ,in,119.88333333,-8.5,0,0,1227065135350476800,labuan bajo manggarai barat,74.0,208.0,False,False,2021-05-12 10:50:04
Just posted a photo @ Woodville Hotel ,en,138.53396471,-34.88044867,0,0,287953194,nothing,33.0,265.0,False,False,2021-05-12 10:51:26
12 for 12.   #krispykreme #originalglazed #may12 #donuts #12 @ Krispy Kreme (Australia) ,no,144.96664819999995,-37.8163209,0,0,93306234,melbourne,156.0,940.0,False,False,2021-05-12 10:52:54
Just posted a video @ Seven Hills  New South Wales ,en,150.933,-33.7833,0,0,555869004,-33.787987,1124.0,5002.0,False,False,2021-05-12 10:53:55
Humpday tins #canTINue #dogoclock #dogstats #dogbrews #CANine #HCBT #independent #supportcraft #drinklocal… ,en,146.006,-36.0141,0,0,169459139,nothing,2361.0,1997.0,False,False,2021-05-12 10:54:38
🧜🏻‍♀️ MERMAID GELATO  Handmade mermaid decorations  flamed marshmallow and your favourite gelato flavour ✨ @ Whisk… ,en,115.86009443,-31.94807328,0,0,713610837777223682,subiaco,54.0,106.0,False,False,2021-05-12 10:54:47
Just posted a photo @ Swan Valley  Perth Western Australia ,en,115.97185925,-31.89771322,0,0,19488750,nothing,20.0,46.0,False,False,2021-05-12 10:54:48
Apply to be a Schools Spectacular 2021 featured instrumentalist! Applications closing soon! #spec21 🎷🎸🎺🎻🥁🎹 @ Qudos… ,en,151.06211901,-33.84434631,0,0,1905934622,qudos bank arena,1531.0,1216.0,False,False,2021-05-12 10:56:01
Look up.. . . . . . . . . #palmtrees #sky #bluesky #freedom #freemind #love #likeforlikes #australia #wanderlust… ,en,133.0668,-14.92299,0,0,443258801,australia,706.0,1501.0,False,False,2021-05-12 10:57:55
One hour until Offbeat on Triple AAA FM @ Wagga Wagga  New South Wales  Australia ,en,147.35676999999995,-35.11716,0,0,998296524,wagga wagga,25.0,192.0,False,False,2021-05-12 10:59:36
Just posted a photo @ Darlinghurst  New South Wales ,en,151.2186,-33.8779,0,0,696104168872759296,darlinghurst,153.0,164.0,False,False,2021-05-12 11:00:00
Local Saturdays  May 15 2021 @ Ambarvale Hotel  ,en,150.80070600000005,-34.085928,0,0,2592143575,sydney,119.0,50.0,False,False,2021-05-12 11:00:03
BONG! BONG! BONG! BONG! BONG! BONG! BONG! BONG! BONG,tl,147.330281,-42.882541,0,0,93309166,9 elizabeth st,431.0,3.0,False,False,2021-05-12 11:00:15
Just posted a photo @ Perth  Western Australia ,en,115.858,-31.9513,0,0,3301594629,mnl ll per ll hvn,71.0,119.0,False,False,2021-05-12 11:00:34
Breif fam catch up.  Lovely jubbly @ Briabane Central ,en,153.02448888,-27.46705655,0,0,1401372798,brisbane city,460.0,1110.0,False,False,2021-05-12 11:01:39
Hari Pertama Memulai English Course. Semangat untuk Kaka Amora dan Kaka Kasih 😘😍👍💪💪💪 @ Kota Sari ( Kefa ) ,in,124.4815084,-9.46737127,0,0,1229706476,barcelona,327.0,493.0,False,False,2021-05-12 11:02:58
Just posted a photo @ Carlton Gardens ,en,144.97,-37.8061,0,0,1035206342,福山→melbourne,1081.0,329.0,False,False,2021-05-12 11:03:13
👏👏👏 @ Sydney  Australia ,en,151.20797,-33.86751,0,0,1850037840,sydney,196.0,109.0,False,False,2021-05-12 11:03:13
A great delivery 📦 day from @WhiskyCompany Signatory Vintage The Un-chillfiltered Collection Unnamed Speyside 2007… ,en,147.32348196,-42.92269958,0,0,1233791565497171968,hobart,73.0,119.0,False,False,2021-05-12 11:03:23
Just posted a photo @ By The Bay Kinesiology - Denise Robinson ,en,145.1163,-38.0477,0,0,789586546160611328,chelsea,28.0,2.0,False,False,2021-05-12 11:04:17
Hey  it's me  living the life!🤣 @ QPAC ,en,153.01954687,-27.47469517,0,0,1037651192384352256,queensland,2.0,17.0,False,False,2021-05-12 11:08:27
Good Morning!  #DavisOnque #CreditRepairAgent #Entrepreneur #MoneyTeam #VisionaryPathfinders #AlphaAutoSales… ,en,151.08642278,-34.01147298,0,0,31435178,north carolina,155.0,249.0,False,False,2021-05-12 11:09:08
Just posted a photo @ baa 3400 ,en,142.20291138,-36.71141795,0,0,2612930065,maydale reserve,140.0,48.0,False,False,2021-05-12 11:09:46
Just posted a photo @ Sydney  Australia ,en,151.20797,-33.86751,0,0,19140597,glenorie australia,59.0,300.0,False,False,2021-05-12 11:11:10
DSS 43 carrier lock on Voyager 2 Frequency: 8.4206GHz Signal strength: -153dBm OUT OF LOCK OFF 1 MCD,en,148.981667,-35.401389,0,0,3380828067,goldstone,6505.0,13.0,False,False,2021-05-12 11:11:18
Just posted a photo @ Darwin Railway Club ,en,130.84447333,-12.43409458,0,0,159436361,darwin railway club,1264.0,1422.0,False,False,2021-05-12 11:12:52
Just posted a photo @ Melbourne  Victoria  Australia ,en,144.9661,-37.8156,0,0,273635305,melbourne,281.0,918.0,False,False,2021-05-12 11:13:26
